year,month,date,hour,cloud_type,cloud_fraction,p01mm,precip_m,temp_F,temp_C,relh,es,ea,albedo,cumulative,eps_all,lw_down,lw_up,lw_net,datetime,J,LST,Gamma,E0,delta,Et,t_delta_SN,Ccloud,cos_Z,HK_in,HK_star,sw_net,Q_precip,,Qcum,0
2024,Aug,8/3/2024,16,Clear,0,0,0,71.6,22,32.97666667,26.45,8.72,0.5,382059.0107,0.682311072,293.5868694,430.283021,-136.6961515,8/3/2024 16:00,216,16,3.701054359,0.970810191,0.304676311,-0.107395887,3.699144113,0,0.610681971,838.7997445,419.3998723,419.3998723,0,282.7037207,#VALUE!,
2024,Aug,8/3/2024,17,Clear,0,0,0,76.4,24.7,26.74333333,31.06,8.31,0.5,382059.0107,0.681614224,304.1670189,446.2451167,-142.0780978,8/3/2024 17:00,216,17,3.701054359,0.970810191,0.304676311,-0.107395887,4.699144113,0,0.435744191,598.5146661,299.257333,299.257333,0,157.1792352,#VALUE!,
2024,Aug,8/3/2024,18,Clear,0.333333333,0,0,78.2,25.7,20.68666667,32.97,6.82,0.5,382059.0107,0.67889341,307.0419337,452.2682489,-145.2263152,8/3/2024 18:00,216,18,3.701054359,0.970810191,0.304676311,-0.107395887,5.699144113,0,0.24368459,261.4095174,130.7047587,130.7047587,0,-14.52155647,#VALUE!,
2024,Aug,8/3/2024,19,Broken,0.458333333,0,0,79.4,26.3,13.14333333,34.29,4.51,0.5,382059.0107,0.673872879,307.2262404,455.9112706,-148.6850302,8/3/2024 19:00,216,19,3.701054359,0.970810191,0.304676311,-0.107395887,6.699144113,0.75,0.047591712,45.68489696,22.84244848,22.84244848,0,-125.8425817,#VALUE!,
2024,Aug,8/3/2024,20,Clear,0.125,0,0,77,25,10.97,31.69,3.48,0.5,382059.0107,0.671148473,300.7051875,448.0457,-147.3405125,8/3/2024 20:00,216,20,3.701054359,0.970810191,0.304676311,-0.107395887,7.699144113,0,-0.139171036,0,0,0,0,-147.3405125,#VALUE!,
2024,Aug,8/3/2024,21,Scattered,0.666666667,0,0,72.2,22.3,8.086666667,26.99,2.18,0.5,382059.0107,0.666953973,288.1475292,432.0351043,-143.8875751,8/3/2024 21:00,216,21,3.701054359,0.970810191,0.304676311,-0.107395887,8.699144113,0.25,-0.303876083,0,0,0,0,-143.8875751,#VALUE!,
2024,Aug,8/3/2024,22,Overcast,0.75,0,0,71,21.7,8.52,25.92,2.21,0.5,382059.0107,0.667064537,285.8613499,428.5362721,-142.6749222,8/3/2024 22:00,216,22,3.701054359,0.970810191,0.304676311,-0.107395887,9.699144113,1,-0.435299051,0,0,0,0,-142.6749222,#VALUE!,
2024,Aug,8/3/2024,23,Broken,0.458333333,1.016,0.01016,69.2,20.7,12.55333333,24.37,3.06,0.5,382059.0107,0.669907029,283.2046458,422.7521637,-139.5475179,8/3/2024 23:00,216,23,3.701054359,0.970810191,0.304676311,-0.107395887,10.69914411,0.75,-0.524483683,0,0,0,0,-139.5475179,#VALUE!,
2024,Aug,8/4/2024,0,Broken,0.458333333,0,0,70.4,21.3,28.49333333,25.39,7.24,0.5,382059.0107,0.679693238,289.6958291,426.215553,-136.5197239,8/4/2024,217,0,3.718268565,0.971087211,0.300049491,-0.106046742,-12.29950674,0.75,-0.569172635,0,0,0,0,-136.5197239,#VALUE!,
2024,Aug,8/4/2024,1,Clear,0,0,0,69.8,21,32.34666667,24.88,8.05,0.5,382059.0107,0.68116163,289.1403122,424.4812092,-135.340897,8/4/2024 1:00,217,1,3.718268565,0.971087211,0.300049491,-0.106046742,-11.29950674,0,-0.558855762,0,0,0,0,-135.340897,#VALUE!,
2024,Aug,8/4/2024,2,Clear,0.333333333,0,0,68,20,32.06666667,23.39,7.5,0.5,382059.0107,0.680174723,284.8151859,418.7382686,-133.9230827,8/4/2024 2:00,217,2,3.718268565,0.971087211,0.300049491,-0.106046742,-10.29950674,0,-0.498065496,0,0,0,0,-133.9230827,#VALUE!,
2024,Aug,8/4/2024,3,Overcast,1,0,0,68,20,35.69,23.39,8.35,0.5,382059.0107,0.681683101,285.4468014,418.7382686,-133.2914672,8/4/2024 3:00,217,3,3.718268565,0.971087211,0.300049491,-0.106046742,-9.299506742,1,-0.390944593,0,0,0,0,-133.2914672,#VALUE!,
2024,Aug,8/4/2024,4,Overcast,1,0,0,66.8,19.3,32.47666667,22.44,7.29,0.5,382059.0107,0.679786615,281.9435545,414.7530245,-132.80947,8/4/2024 4:00,217,4,3.718268565,0.971087211,0.300049491,-0.106046742,-8.299506742,1,-0.244793166,0,0,0,0,-132.80947,#VALUE!,
2024,Aug,8/4/2024,5,Overcast,1,0,0,66.8,19.3,34.65666667,22.44,7.78,0.5,382059.0107,0.680682324,282.3150528,414.7530245,-132.4379717,8/4/2024 5:00,217,5,3.718268565,0.971087211,0.300049491,-0.106046742,-7.299506742,1,-0.069571193,0,0,0,0,-132.4379717,#VALUE!,
2024,Aug,8/4/2024,6,Overcast,0.791666667,0,0,68,20,31.68333333,23.39,7.41,0.5,382059.0107,0.680009188,284.74587,418.7382686,-133.9923986,8/4/2024 6:00,217,6,3.718268565,0.971087211,0.300049491,-0.106046742,-6.299506742,1,0.122780239,80.95063088,40.47531544,40.47531544,0,-93.51708316,#VALUE!,
2024,Aug,8/4/2024,7,Broken,0.666666667,0,0,65,18.3,30.2,21.08,6.37,0.5,382059.0107,0.678003652,277.3775645,409.1092486,-131.7316841,8/4/2024 7:00,217,7,3.718268565,0.971087211,0.300049491,-0.106046742,-5.299506742,0.75,0.319152697,246.4333294,123.2166647,123.2166647,0,-8.515019399,#VALUE!,
2024,Aug,8/4/2024,8,Clear,0,0,0,63.2,17.3,35.15666667,19.8,6.96,0.5,382059.0107,0.679163162,274.0581386,403.523268,-129.4651295,8/4/2024 8:00,217,8,3.718268565,0.971087211,0.300049491,-0.106046742,-4.299506742,0,0.506163722,695.4375145,347.7187573,347.7187573,0,218.2536278,#VALUE!,
2024,Aug,8/4/2024,9,Clear,0.333333333,0,0,62,16.7,36.60333333,18.98,6.95,0.5,382059.0107,0.679144,271.7929241,400.1992567,-128.4063326,8/4/2024 9:00,217,9,3.718268565,0.971087211,0.300049491,-0.106046742,-3.299506742,0,0.671068823,720.0858887,360.0429444,360.0429444,0,231.6366117,#VALUE!,
2024,Aug,8/4/2024,10,Scattered,0.25,0,0,61.4,16.3,39.1,18.58,7.26,0.5,382059.0107,0.679730634,270.5291809,397.994687,-127.4655061,8/4/2024 10:00,217,10,3.718268565,0.971087211,0.300049491,-0.106046742,-2.299506742,0.25,0.802629989,921.6334723,460.8167361,460.8167361,0,333.3512301,#VALUE!,
2024,Aug,8/4/2024,11,Scattered,0.125,0,0,59,15,39.95666667,17.06,6.82,0.5,382059.0107,0.67889341,265.3744747,390.8926951,-125.5182204,8/4/2024 11:00,217,11,3.718268565,0.971087211,0.300049491,-0.106046742,-1.299506742,0.25,0.891881544,1124.753962,562.376981,562.376981,0,436.8587606,#VALUE!,
2024,Aug,8/4/2024,12,Clear,0,0,0,58.4,14.7,44.47,16.7,7.42,0.5,382059.0107,0.680027639,264.7125665,389.2673639,-124.5547974,8/4/2024 12:00,217,12,3.718268565,0.971087211,0.300049491,-0.106046742,-0.299506742,0,0.932741142,1281.528393,640.7641964,640.7641964,0,516.209399,#VALUE!,
2024,Aug,8/4/2024,13,Clear,0,0,0,58.4,14.7,45.46,16.7,7.59,0.5,382059.0107,0.680339087,264.833803,389.2673639,-124.4335609,8/4/2024 13:00,217,13,3.718268565,0.971087211,0.300049491,-0.106046742,0.700493258,0,0.92242427,1267.353651,633.6768253,633.6768253,0,509.2432643,#VALUE!,
2024,Aug,8/4/2024,14,Clear,0,0,0,62.6,17,45.46,19.38,8.81,0.5,382059.0107,0.6824614,274.2530407,401.8586847,-127.6056441,8/4/2024 14:00,217,14,3.718268565,0.971087211,0.300049491,-0.106046742,1.700493258,0,0.861634004,1183.831601,591.9158006,591.9158006,0,464.3101565,#VALUE!,
2024,Aug,8/4/2024,15,Clear,0,0,0,66.2,19,39.37333333,21.98,8.65,0.5,382059.0107,0.682193507,281.7826201,413.0537996,-131.2711795,8/4/2024 15:00,217,15,3.718268565,0.971087211,0.300049491,-0.106046742,2.700493258,0,0.754513101,1036.654135,518.3270673,518.3270673,0,387.0558878,#VALUE!,
2024,Aug,8/4/2024,16,Clear,0,0,0,71.6,22,34.96666667,26.45,9.25,0.5,382059.0107,0.683183383,293.9622098,430.283021,-136.3208112,8/4/2024 16:00,217,16,3.718268565,0.971087211,0.300049491,-0.106046742,3.700493258,0,0.608361674,835.8511516,417.9255758,417.9255758,0,281.6047646,#VALUE!,
2024,Aug,8/4/2024,17,Scattered,0.125,0,0,75.8,24.3,24.35,30.45,7.41,0.5,382059.0107,0.680009188,301.8239738,443.8527877,-142.028814,8/4/2024 17:00,217,17,3.718268565,0.971087211,0.300049491,-0.106046742,4.700493258,0.25,0.4331397,546.2335185,273.1167593,273.1167593,0,131.0879453,#VALUE!,
2024,Aug,8/4/2024,18,Clear,0,0,0,78.8,26,21.06,33.63,7.08,0.5,382059.0107,0.679391848,308.5030194,454.0870197,-145.5840004,8/4/2024 18:00,217,18,3.718268565,0.971087211,0.300049491,-0.106046742,5.700493258,0,0.240788268,330.8281245,165.4140622,165.4140622,0,19.83006186,#VALUE!,
2024,Aug,8/4/2024,19,Broken,0.75,0,0,80.6,27,22.02,35.67,7.85,0.5,382059.0107,0.680807526,313.3002904,460.1892291,-146.8889387,8/4/2024 19:00,217,19,3.718268565,0.971087211,0.300049491,-0.106046742,6.700493258,0.75,0.044415811,30.95448948,15.47724474,15.47724474,0,-131.411694,#VALUE!,
2024,Aug,8/4/2024,20,Scattered,0.541666667,0,0,80.6,27,20.91333333,35.67,7.46,0.5,382059.0107,0.680101298,312.975292,460.1892291,-147.2139372,8/4/2024 20:00,217,20,3.718268565,0.971087211,0.300049491,-0.106046742,7.700493258,0.25,-0.142595215,0,0,0,0,-147.2139372,#VALUE!,
2024,Aug,8/4/2024,21,Broken,0.541666667,0,0,81.8,27.7,20.78333333,37.08,7.71,0.5,382059.0107,0.680556453,316.1165827,464.4972233,-148.3806406,8/4/2024 21:00,217,21,3.718268565,0.971087211,0.300049491,-0.106046742,8.700493258,0.75,-0.307500316,0,0,0,0,-148.3806406,#VALUE!,
2024,Aug,8/4/2024,22,Scattered,0.125,0,0,79.4,26.3,28.21333333,34.29,9.68,0.5,382059.0107,0.68386925,311.7836985,455.9112706,-144.1275721,8/4/2024 22:00,217,22,3.718268565,0.971087211,0.300049491,-0.106046742,9.700493258,0.25,-0.439061481,0,0,0,0,-144.1275721,#VALUE!,
2024,Aug,8/4/2024,23,Clear,0.25,0,0,71,21.7,39.10666667,25.92,10.13,0.5,382059.0107,0.684567578,293.3620381,428.5362721,-135.1742341,8/4/2024 23:00,217,23,3.718268565,0.971087211,0.300049491,-0.106046742,10.70049326,0,-0.528313036,0,0,0,0,-135.1742341,#VALUE!,
2024,Aug,8/5/2024,0,Scattered,0.458333333,0,0,71.6,22,32.25666667,26.45,8.53,0.5,382059.0107,0.681990634,293.4489904,430.283021,-136.8340306,8/5/2024,218,0,3.735482772,0.97137251,0.295341986,-0.104516522,-12.29797652,0.25,-0.573049585,0,0,0,0,-136.8340306,#VALUE!,
2024,Aug,8/5/2024,1,Broken,0.541666667,0,0,71,21.7,31.51333333,25.92,8.17,0.5,382059.0107,0.681371585,291.992439,428.5362721,-136.5438331,8/5/2024 1:00,218,1,3.735482772,0.97137251,0.295341986,-0.104516522,-11.29797652,0.75,-0.562639019,0,0,0,0,-136.5438331,#VALUE!,
2024,Aug,8/5/2024,2,Broken,0.625,0,0,68.6,20.3,34.53666667,23.88,8.25,0.5,382059.0107,0.681510537,286.544508,420.4549931,-133.9104851,8/5/2024 2:00,218,2,3.735482772,0.97137251,0.295341986,-0.104516522,-10.29797652,0.75,-0.501685867,0,0,0,0,-133.9104851,#VALUE!,
2024,Aug,8/5/2024,3,Scattered,0.458333333,0,0,63.8,17.7,37.47333333,20.22,7.58,0.5,382059.0107,0.680320882,276.040708,405.7507502,-129.7100421,8/5/2024 3:00,218,3,3.735482772,0.97137251,0.295341986,-0.104516522,-9.297976522,0.25,-0.394343985,0,0,0,0,-129.7100421,#VALUE!,
2024,Aug,8/5/2024,4,Scattered,0.458333333,0,0,62,16.7,48.53,18.98,9.21,0.5,382059.0107,0.683118613,273.383561,400.1992567,-126.8156957,8/5/2024 4:00,218,4,3.735482772,0.97137251,0.295341986,-0.104516522,-8.297976522,0.25,-0.247928545,0,0,0,0,-126.8156957,#VALUE!,
2024,Aug,8/5/2024,5,Clear,0,0,0,60.2,15.7,52.85333333,17.81,9.41,0.5,382059.0107,0.683440791,269.7574467,394.7049259,-124.9474792,8/5/2024 5:00,218,5,3.735482772,0.97137251,0.295341986,-0.104516522,-7.297976522,0,-0.072417518,0,0,0,0,-124.9474792,#VALUE!,
2024,Aug,8/5/2024,6,Clear,0,0,0,59,15,59.01666667,17.06,10.07,0.5,382059.0107,0.684475568,267.5564997,390.8926951,-123.3361954,8/5/2024 6:00,218,6,3.735482772,0.97137251,0.295341986,-0.104516522,-6.297976522,0,0.12022831,165.2347604,82.61738019,82.61738019,0,-40.71881522,#VALUE!,
2024,Aug,8/5/2024,7,Clear,0.333333333,0,0,58.4,14.7,58.77,16.7,9.81,0.5,382059.0107,0.684072972,266.2872824,389.2673639,-122.9800815,8/5/2024 7:00,218,7,3.735482772,0.97137251,0.295341986,-0.104516522,-5.297976522,0,0.316880444,340.1263273,170.0631636,170.0631636,0,47.08308219,#VALUE!,
2024,Aug,8/5/2024,8,Scattered,0.458333333,0,0,57.2,14,60.07666667,15.99,9.61,0.5,382059.0107,0.683758868,263.585377,385.4946377,-121.9092608,8/5/2024 8:00,218,8,3.735482772,0.97137251,0.295341986,-0.104516522,-4.297976522,0.25,0.504137367,484.2188488,242.1094244,242.1094244,0,120.2001636,#VALUE!,
2024,Aug,8/5/2024,9,Scattered,0.458333333,0,0,56,13.3,58.52,15.31,8.96,0.5,382059.0107,0.682709914,260.6241014,381.7494018,-121.1253005,8/5/2024 9:00,218,9,3.735482772,0.97137251,0.295341986,-0.104516522,-3.297976522,0.25,0.669237827,642.7961739,321.398087,321.398087,0,200.2727865,#VALUE!,
2024,Aug,8/5/2024,10,Clear,0,0,0,55.4,13,59.75,14.98,8.95,0.5,382059.0107,0.682693425,259.527737,380.1526829,-120.6249459,8/5/2024 10:00,218,10,3.735482772,0.97137251,0.295341986,-0.104516522,-2.297976522,0,0.800930503,1100.75206,550.3760299,550.3760299,0,429.751084,#VALUE!,
2024,Aug,8/5/2024,11,Clear,0,0,0,54.8,12.7,62.46,14.66,9.16,0.5,382059.0107,0.683037411,258.5713106,378.5609781,-119.9896676,8/5/2024 11:00,218,11,3.735482772,0.97137251,0.295341986,-0.104516522,-1.297976522,0,0.890240755,1223.494849,611.7474247,611.7474247,0,491.7577571,#VALUE!,
2024,Aug,8/5/2024,12,Clear,0,0,0,55.4,13,59.59,14.98,8.93,0.5,382059.0107,0.682660412,259.5151872,380.1526829,-120.6374957,8/5/2024 12:00,218,12,3.735482772,0.97137251,0.295341986,-0.104516522,-0.297976522,0,0.931082238,1279.624996,639.8124978,639.8124978,0,519.1750021,#VALUE!,
2024,Aug,8/5/2024,13,Clear,0,0,0,57.2,14,58.27,15.99,9.32,0.5,382059.0107,0.683296326,263.4070697,385.4946377,-122.087568,8/5/2024 13:00,218,13,3.735482772,0.97137251,0.295341986,-0.104516522,0.702023478,0,0.920671672,1265.317322,632.658661,632.658661,0,510.571093,#VALUE!,
2024,Aug,8/5/2024,14,Clear,0,0,0,62.6,17,54.68333333,19.38,10.6,0.5,382059.0107,0.685277133,275.3845672,401.8586847,-126.4741176,8/5/2024 14:00,218,14,3.735482772,0.97137251,0.295341986,-0.104516522,1.702023478,0,0.859718519,1181.546873,590.7734364,590.7734364,0,464.2993188,#VALUE!,
2024,Aug,8/5/2024,15,Clear,0,0,0,67.4,19.7,44.09333333,22.91,10.1,0.5,382059.0107,0.684521615,285.463863,417.0268065,-131.5629435,8/5/2024 15:00,218,15,3.735482772,0.97137251,0.295341986,-0.104516522,2.702023478,0,0.752376638,1034.022466,517.0112328,517.0112328,0,385.4482893,#VALUE!,
2024,Aug,8/5/2024,16,Clear,0,0,0,73.4,23,37.44,28.1,10.52,0.5,382059.0107,0.685157728,298.8275041,436.1441049,-137.3166008,8/5/2024 16:00,218,16,3.735482772,0.97137251,0.295341986,-0.104516522,3.702023478,0,0.605961198,832.797645,416.3988225,416.3988225,0,279.0822217,#VALUE!,
2024,Aug,8/5/2024,17,Clear,0,0,0,75.2,24,25.82333333,29.85,7.71,0.5,382059.0107,0.680556453,300.8500954,442.0648634,-141.214768,8/5/2024 17:00,218,17,3.735482772,0.97137251,0.295341986,-0.104516522,4.702023478,0,0.430450171,591.5855501,295.792775,295.792775,0,154.5780071,#VALUE!,
2024,Aug,8/5/2024,18,Clear,0.25,0,0,75.2,24,20.26,29.85,6.05,0.5,382059.0107,0.677348333,299.4318982,442.0648634,-142.6329652,8/5/2024 18:00,218,18,3.735482772,0.97137251,0.295341986,-0.104516522,5.702023478,0,0.237804343,273.1430862,136.5715431,136.5715431,0,-6.061422101,#VALUE!,
2024,Aug,8/5/2024,19,Scattered,0.375,0,0,74.6,23.7,19.32333333,29.26,5.65,0.5,382059.0107,0.676500138,297.8510678,440.282346,-142.4312782,8/5/2024 19:00,218,19,3.735482772,0.97137251,0.295341986,-0.104516522,6.702023478,0.25,0.041152209,42.62280958,21.31140479,21.31140479,0,-121.1198735,#VALUE!,
2024,Aug,8/5/2024,20,Scattered,0.25,0,0,72.8,22.7,33.13666667,27.54,9.13,0.5,382059.0107,0.682988563,296.6762524,434.3795323,-137.7032799,8/5/2024 20:00,218,20,3.735482772,0.97137251,0.295341986,-0.104516522,7.702023478,0.25,-0.146104714,0,0,0,0,-137.7032799,#VALUE!,
2024,Aug,8/5/2024,21,Clear,0.208333333,0,0,70.4,21.3,27.02,25.39,6.86,0.5,382059.0107,0.678970812,289.3879199,426.215553,-136.8276331,8/5/2024 21:00,218,21,3.735482772,0.97137251,0.295341986,-0.104516522,8.702023478,0,-0.311205175,0,0,0,0,-136.8276331,#VALUE!,
2024,Aug,8/5/2024,22,Broken,0.458333333,0,0,68,20,26.45333333,23.39,6.19,0.5,382059.0107,0.677637463,283.7527382,418.7382686,-134.9855304,8/5/2024 22:00,218,22,3.735482772,0.97137251,0.295341986,-0.104516522,9.702023478,0.75,-0.44289785,0,0,0,0,-134.9855304,#VALUE!,
2024,Aug,8/5/2024,23,Broken,0.541666667,0,0,71,21.7,32.53,25.92,8.43,0.5,382059.0107,0.681820266,292.1847152,428.5362721,-136.3515569,8/5/2024 23:00,218,23,3.735482772,0.97137251,0.295341986,-0.104516522,10.70202348,0.75,-0.532208103,0,0,0,0,-136.3515569,#VALUE!,
2024,Aug,8/6/2024,0,Scattered,0.583333333,0,0,68,20,35.09,23.39,8.21,0.5,382059.0107,0.681441162,285.3454922,418.7382686,-133.3927764,8/6/2024,219,0,3.752696978,0.971666021,0.290555279,-0.102805387,-12.29626539,0.25,-0.576981066,0,0,0,0,-133.3927764,#VALUE!,
2024,Aug,8/6/2024,1,Scattered,0.375,0,0,63.8,17.7,37.48,20.22,7.58,0.5,382059.0107,0.680320882,276.040708,405.7507502,-129.7100421,8/6/2024 1:00,219,1,3.752696978,0.971666021,0.290555279,-0.102805387,-11.29626539,0.25,-0.566467237,0,0,0,0,-129.7100421,#VALUE!,
2024,Aug,8/6/2024,2,Scattered,0.25,0,0,63.2,17.3,47.45333333,19.8,9.39,0.5,382059.0107,0.68340876,275.7713361,403.523268,-127.7519319,8/6/2024 2:00,219,2,3.752696978,0.971666021,0.290555279,-0.102805387,-10.29626539,0.25,-0.505342015,0,0,0,0,-127.7519319,#VALUE!,
2024,Aug,8/6/2024,3,Clear,0.125,0,0,62,16.7,48.44,18.98,9.19,0.5,382059.0107,0.683086164,273.3705751,400.1992567,-126.8286816,8/6/2024 3:00,219,3,3.752696978,0.971666021,0.290555279,-0.102805387,-9.296265387,0,-0.397770984,0,0,0,0,-126.8286816,#VALUE!,
2024,Aug,8/6/2024,4,Overcast,0.791666667,0,0,59,15,49.33666667,17.06,8.42,0.5,382059.0107,0.681803163,266.511876,390.8926951,-124.3808191,8/6/2024 4:00,219,4,3.752696978,0.971666021,0.290555279,-0.102805387,-8.296265387,1,-0.251084931,0,0,0,0,-124.3808191,#VALUE!,
2024,Aug,8/6/2024,5,Overcast,0.875,0,0,59,15,58.77,17.06,10.03,0.5,382059.0107,0.684414044,267.5324501,390.8926951,-123.360245,8/6/2024 5:00,219,5,3.752696978,0.971666021,0.290555279,-0.102805387,-7.296265387,1,-0.075280269,0,0,0,0,-123.360245,#VALUE!,
2024,Aug,8/6/2024,6,Broken,0.541666667,0,0,59,15,57.46666667,17.06,9.8,0.5,382059.0107,0.684057359,267.3930247,390.8926951,-123.4996704,8/6/2024 6:00,219,6,3.752696978,0.971666021,0.290555279,-0.102805387,-6.296265387,0.75,0.117662205,104.1912515,52.09562577,52.09562577,0,-71.40404468,#VALUE!,
2024,Aug,8/6/2024,7,Scattered,0.458333333,0,0,59,15,58.77,17.06,10.03,0.5,382059.0107,0.684414044,267.5324501,390.8926951,-123.360245,8/6/2024 7:00,219,7,3.752696978,0.971666021,0.290555279,-0.102805387,-5.296265387,0.25,0.314593781,302.2554518,151.1277259,151.1277259,0,27.76748091,#VALUE!,
2024,Aug,8/6/2024,8,Scattered,0.375,0,0,59,15,57.46666667,17.06,9.8,0.5,382059.0107,0.684057359,267.3930247,390.8926951,-123.4996704,8/6/2024 8:00,219,8,3.752696978,0.971666021,0.290555279,-0.102805387,-4.296265387,0.25,0.502093897,520.1936851,260.0968425,260.0968425,0,136.5971721,#VALUE!,
2024,Aug,8/6/2024,9,Overcast,1,0,0,60.2,15.7,56.16333333,17.81,10,0.5,382059.0107,0.684367803,270.1233428,394.7049259,-124.5815831,8/6/2024 9:00,219,9,3.752696978,0.971666021,0.290555279,-0.102805387,-3.296265387,1,0.66738473,314.6952221,157.347611,157.347611,0,32.76602793,#VALUE!,
2024,Aug,8/6/2024,10,Broken,0.458333333,0,0,62,16.7,51.43666667,18.98,9.76,0.5,382059.0107,0.683994811,273.7342151,400.1992567,-126.4650416,8/6/2024 10:00,219,10,3.752696978,0.971666021,0.290555279,-0.102805387,-2.296265387,0.75,0.799201983,767.8573797,383.9286898,383.9286898,0,257.4636482,#VALUE!,
2024,Aug,8/6/2024,11,Clear,0,0,0,62,16.7,43.04666667,18.98,8.17,0.5,382059.0107,0.681371585,272.6844019,400.1992567,-127.5148548,8/6/2024 11:00,219,11,3.752696978,0.971666021,0.290555279,-0.102805387,-1.296265387,0,0.888562528,1221.557388,610.7786939,610.7786939,0,483.2638391,#VALUE!,
2024,Aug,8/6/2024,12,Clear,0,0,0,60.8,16,41.01333333,18.19,7.46,0.5,382059.0107,0.680101298,269.5562768,396.3472465,-126.7909698,8/6/2024 12:00,219,12,3.752696978,0.971666021,0.290555279,-0.102805387,-0.296265387,0,0.929376591,1277.666799,638.8333997,638.8333997,0,512.0424299,#VALUE!,
2024,Aug,8/6/2024,13,Clear,0,0,0,59.6,15.3,46.10666667,17.43,8.04,0.5,382059.0107,0.68114405,267.3647813,392.5231108,-125.1583296,8/6/2024 13:00,219,13,3.752696978,0.971666021,0.290555279,-0.102805387,0.703734613,0,0.918862762,1263.212841,631.6064205,631.6064205,0,506.448091,#VALUE!,
2024,Aug,8/6/2024,14,Clear,0,0,0,63.2,17.3,50.12,19.8,9.92,0.5,382059.0107,0.68424408,276.1084074,403.523268,-127.4148606,8/6/2024 14:00,219,14,3.752696978,0.971666021,0.290555279,-0.102805387,1.703734613,0,0.85773754,1179.180526,589.5902632,589.5902632,0,462.1754026,#VALUE!,
2024,Aug,8/6/2024,15,Clear,0,0,0,68.6,20.3,44.12,23.88,10.53,0.5,382059.0107,0.685172684,288.0842761,420.4549931,-132.370717,8/6/2024 15:00,219,15,3.752696978,0.971666021,0.290555279,-0.102805387,2.703734613,0,0.750166509,1031.296519,515.6482593,515.6482593,0,383.2775423,#VALUE!,
2024,Aug,8/6/2024,16,Clear,0,0,0,72.8,22.7,34.58333333,27.54,9.52,0.5,382059.0107,0.683616232,296.9488992,434.3795323,-137.4306331,8/6/2024 16:00,219,16,3.752696978,0.971666021,0.290555279,-0.102805387,3.703734613,0,0.603480457,829.6388685,414.8194343,414.8194343,0,277.3888012,#VALUE!,
2024,Aug,8/6/2024,17,Clear,0.25,0,0,77,25,24.49666667,31.69,7.76,0.5,382059.0107,0.68064643,304.9607062,448.0457,-143.0849938,8/6/2024 17:00,219,17,3.752696978,0.971666021,0.290555279,-0.102805387,4.703734613,0,0.427675794,491.3786793,245.6893397,245.6893397,0,102.6043458,#VALUE!,
2024,Aug,8/6/2024,18,Broken,0.625,0,0,77,25,21.59333333,31.69,6.84,0.5,382059.0107,0.678932144,304.1926277,448.0457,-143.8530723,8/6/2024 18:00,219,18,3.752696978,0.971666021,0.290555279,-0.102805387,5.703734613,0.75,0.23473332,190.1910635,95.09553174,95.09553174,0,-48.75754054,#VALUE!,
2024,Aug,8/6/2024,19,Broken,0.458333333,0,0,70.4,21.3,22.705,25.39,5.77,0.5,382059.0107,0.67675816,288.4448534,426.215553,-137.7706997,8/6/2024 19:00,219,19,3.752696978,0.971666021,0.290555279,-0.102805387,6.703734613,0.75,0.037801744,36.31916434,18.15958217,18.15958217,0,-119.6111175,#VALUE!,
2024,Aug,8/6/2024,20,Scattered,0.375,0,0,73.4,23,25.65666667,28.1,7.21,0.5,382059.0107,0.679637028,296.4196834,436.1441049,-139.7244215,8/6/2024 20:00,219,20,3.752696978,0.971666021,0.290555279,-0.102805387,7.703734613,0.25,-0.149698372,0,0,0,0,-139.7244215,#VALUE!,
2024,Aug,8/6/2024,21,Scattered,0.583333333,0,0,74,23.3,39.49,28.68,11.32,0.5,382059.0107,0.686327851,300.5526078,437.9140483,-137.3614405,8/6/2024 21:00,219,21,3.752696978,0.971666021,0.290555279,-0.102805387,8.703734613,0.25,-0.314989205,0,0,0,0,-137.3614405,#VALUE!,
2024,Aug,8/6/2024,22,Scattered,0.666666667,0,0,71.6,22,45.79333333,26.45,12.11,0.5,382059.0107,0.68743462,295.791445,430.283021,-134.491576,8/6/2024 22:00,219,22,3.752696978,0.971666021,0.290555279,-0.102805387,9.703734613,0.25,-0.446806458,0,0,0,0,-134.491576,#VALUE!,
2024,Aug,8/6/2024,23,Broken,0.416666667,0,0,69.8,21,38.23,24.88,9.51,0.5,382059.0107,0.683600334,290.1754963,424.4812092,-134.3057129,8/6/2024 23:00,219,23,3.752696978,0.971666021,0.290555279,-0.102805387,10.70373461,0.75,-0.536167003,0,0,0,0,-134.3057129,#VALUE!,
2024,Aug,8/7/2024,0,Clear,0,0,0,68,20,31.08333333,23.39,7.27,0.5,382059.0107,0.679749309,284.6370489,418.7382686,-134.1012197,8/7/2024,220,0,3.769911184,0.971967679,0.285690865,-0.100913731,-12.29437373,0,-0.580965077,0,0,0,0,-134.1012197,#VALUE!,
2024,Aug,8/7/2024,1,Clear,0,0,0,68,20,39.10666667,23.39,9.15,0.5,382059.0107,0.683021139,286.0070892,418.7382686,-132.7311794,8/7/2024 1:00,220,1,3.769911184,0.971967679,0.285690865,-0.100913731,-11.29437373,0,-0.570338413,0,0,0,0,-132.7311794,#VALUE!,
