"station","valid","tmpf","dwpf","relh","drct","sknt","p01i","alti","mslp","vsby","gust","skyc1","skyc2","skyc3","skyc4","skyl1","skyl2","skyl3","skyl4","wxcodes","ice_accretion_1hr","ice_accretion_3hr","ice_accretion_6hr","peak_wind_gust","peak_wind_drct","peak_wind_time","feel","metar","snowdepth","datetime","albedo","snowfall","snow_present"
"TEX","2023-11-30 21:55","32.00","21.20","63.99","290.00","7.00",0,"29.76","M","10.00","M","SCT","BKN","OVC","M","2100.00","2900.00","3500.00","M","M","M","M","M","M","M","M","24.78","KTEX 302155Z AUTO 29007KT 10SM SCT021 BKN029 OVC035 00/M06 A2976 RMK AO2","M",2023-11-30 21:55:00,0.601124827709089,FALSE,TRUE
"TEX","2023-11-30 22:15","32.00","23.00","69.04","280.00","9.00",0,"29.76","M","10.00","M","SCT","BKN","OVC","M","2300.00","3300.00","3900.00","M","M","M","M","M","M","M","M","23.51","KTEX 302215Z AUTO 28009KT 10SM SCT023 BKN033 OVC039 00/M05 A2976 RMK AO2","M",2023-11-30 22:15:00,0.599453381324518,FALSE,TRUE
"TEX","2023-11-30 22:35","30.20","23.00","74.26","270.00","8.00",0,"29.77","M","7.00","M","SCT","OVC","M","M","2100.00","3300.00","M","M","-SN","M","M","M","M","M","M","21.90","KTEX 302235Z AUTO 27008KT 7SM -SN SCT021 OVC033 M01/M05 A2977 RMK AO2","M",2023-11-30 22:35:00,0.599787978747918,FALSE,TRUE
"TEX","2023-11-30 22:55","30.20","24.80","80.07","300.00","7.00",0,"29.77","M","3.00","M","SCT","BKN","OVC","M","1900.00","3300.00","4800.00","M","-SN","M","M","M","M","M","M","22.59","KTEX 302255Z AUTO 30007KT 3SM -SN SCT019 BKN033 OVC048 M01/M04 A2977 RMK AO2","M",2023-11-30 22:55:00,0.600121462703385,FALSE,TRUE
"TEX","2023-11-30 23:15","30.20","23.00","74.26","280.00","8.00",0,"29.78","M","5.00","14.00","SCT","SCT","OVC","M","1900.00","3100.00","5000.00","M","-SN","M","M","M","M","M","M","21.90","KTEX 302315Z AUTO 28008G14KT 5SM -SN SCT019 SCT031 OVC050 M01/M05 A2978 RMK AO2","M",2023-11-30 23:15:00,0.600453836896298,FALSE,TRUE
"TEX","2023-11-30 23:35","30.20","24.80","80.07","280.00","8.00",0,"29.78","M","1.25","M","OVC","M","M","M","1400.00","M","M","M","-SN","M","M","M","M","M","M","21.90","KTEX 302335Z AUTO 28008KT 1 1/4SM -SN OVC014 M01/M04 A2978 RMK AO2","M",2023-11-30 23:35:00,0.600785105019708,FALSE,TRUE
"TEX","2023-11-30 23:55","28.40","24.80","86.18","300.00","8.00",0,"29.78","M","2.50","M","BKN","OVC","M","M","1600.00","2100.00","M","M","-SN","M","M","M","M","M","M","19.68","KTEX 302355Z AUTO 30008KT 2 1/2SM -SN BKN016 OVC021 M02/M04 A2978 RMK AO2 VIS 1 1/2V5","M",2023-11-30 23:55:00,0.601115270754376,FALSE,TRUE
"TEX","2023-12-01 00:15","28.40","24.80","86.18","300.00","7.00",0,"29.78","M","2.50","M","SCT","BKN","OVC","M","1000.00","1600.00","2700.00","M","-SN","M","M","M","M","M","M","20.39","KTEX 010015Z AUTO 30007KT 2 1/2SM -SN SCT010 BKN016 OVC027 M02/M04 A2978 RMK AO2","M",2023-12-01 00:15:00,0.601444337768812,FALSE,TRUE
"TEX","2023-12-01 00:35","30.20","23.00","74.26","300.00","6.00",0,"29.79","M","10.00","M","SCT","SCT","OVC","M","1000.00","2300.00","11000.00","M","M","M","M","M","M","M","M","23.36","KTEX 010035Z AUTO 30006KT 10SM SCT010 SCT023 OVC110 M01/M05 A2979 RMK AO2","M",2023-12-01 00:35:00,0.601772309719321,FALSE,TRUE
"TEX","2023-12-01 00:55","30.20","21.20","68.83","300.00","6.00",0,"29.79","M","10.00","M","SCT","BKN","OVC","M","7000.00","8000.00","11000.00","M","M","M","M","M","M","M","M","23.36","KTEX 010055Z AUTO 30006KT 10SM SCT070 BKN080 OVC110 M01/M06 A2979 RMK AO2","M",2023-12-01 00:55:00,0.602099190250039,FALSE,TRUE
"TEX","2023-12-01 01:15","30.20","23.00","74.26","210.00","5.00",0,"29.79","M","10.00","M","BKN","BKN","OVC","M","6000.00","7000.00","9000.00","M","M","M","M","M","M","M","M","24.26","KTEX 010115Z AUTO 21005KT 10SM BKN060 BKN070 OVC090 M01/M05 A2979 RMK AO2","M",2023-12-01 01:15:00,0.602424982992974,FALSE,TRUE
"TEX","2023-12-01 01:35","28.40","24.80","86.18","250.00","5.00",0,"29.80","M","10.00","M","SCT","OVC","M","M","800.00","5000.00","M","M","M","M","M","M","M","M","M","22.12","KTEX 010135Z AUTO 25005KT 10SM SCT008 OVC050 M02/M04 A2980 RMK AO2","M",2023-12-01 01:35:00,0.602749691568049,FALSE,TRUE
"TEX","2023-12-01 01:55","28.40","24.80","86.18","260.00","5.00",0,"29.80","M","3.00","M","SCT","BKN","OVC","M","200.00","700.00","4800.00","M","-SN","M","M","M","M","M","M","22.12","KTEX 010155Z AUTO 26005KT 3SM -SN SCT002 BKN007 OVC048 M02/M04 A2980 RMK AO2","M",2023-12-01 01:55:00,0.603073319583142,FALSE,TRUE
"TEX","2023-12-01 02:15","28.40","26.60","92.86","260.00","5.00",0,"29.80","M","2.00","M","BKN","OVC","M","M","200.00","700.00","M","M","-SN","M","M","M","M","M","M","22.12","KTEX 010215Z AUTO 26005KT 2SM -SN BKN002 OVC007 M02/M03 A2980 RMK AO2","M",2023-12-01 02:15:00,0.603395870634121,FALSE,TRUE
"TEX","2023-12-01 02:35","28.40","24.80","86.18","240.00","4.00",0,"29.80","M","2.00","M","BKN","OVC","M","M","200.00","900.00","M","M","-SN","M","M","M","M","M","M","23.22","KTEX 010235Z AUTO 24004KT 2SM -SN BKN002 OVC009 M02/M04 A2980 RMK AO2","M",2023-12-01 02:35:00,0.603717348304892,FALSE,TRUE
"TEX","2023-12-01 02:55","28.40","26.60","92.86","250.00","4.00",0,"29.81","M","1.50","M","BKN","BKN","OVC","M","200.00","1400.00","2000.00","M","BR","M","M","M","M","M","M","23.22","KTEX 010255Z AUTO 25004KT 1 1/2SM BR BKN002 BKN014 OVC020 M02/M03 A2981 RMK AO2","M",2023-12-01 02:55:00,0.604037756167431,FALSE,TRUE
"TEX","2023-12-01 03:15","26.60","24.80","92.80","280.00","7.00",0,"29.81","M","0.50","M","BKN","OVC","M","M","200.00","1900.00","M","M","-SN","M","M","M","M","M","M","18.20","KTEX 010315Z AUTO 28007KT 1/2SM -SN BKN002 OVC019 M03/M04 A2981 RMK AO2","M",2023-12-01 03:15:00,0.604357097781829,FALSE,TRUE
"TEX","2023-12-01 03:35","26.60","24.80","92.80","0.00","0.00",0,"29.81","M","5.00","M","SCT","BKN","OVC","M","200.00","2200.00","6500.00","M","BR","M","M","M","M","M","M","26.60","KTEX 010335Z AUTO 00000KT 5SM BR SCT002 BKN022 OVC065 M03/M04 A2981 RMK AO2","M",2023-12-01 03:35:00,0.604675376696329,FALSE,TRUE
"TEX","2023-12-01 03:55","26.60","24.80","92.80","0.00","0.00",0,"29.81","M","10.00","M","BKN","BKN","OVC","M","200.00","1400.00","2000.00","M","M","M","M","M","M","M","M","26.60","KTEX 010355Z AUTO 00000KT 10SM BKN002 BKN014 OVC020 M03/M04 A2981 RMK AO2","M",2023-12-01 03:55:00,0.604992596447368,FALSE,TRUE
"TEX","2023-12-01 04:15","26.60","24.80","92.80","280.00","3.00",0,"29.81","M","10.00","M","SCT","BKN","OVC","M","200.00","1800.00","4900.00","M","-SN","M","M","M","M","M","M","22.52","KTEX 010415Z AUTO 28003KT 10SM -SN SCT002 BKN018 OVC049 M03/M04 A2981 RMK AO2","M",2023-12-01 04:15:00,0.605308760559612,FALSE,TRUE
"TEX","2023-12-01 04:35","26.60","24.80","92.80","0.00","0.00",0,"29.81","M","10.00","M","SCT","SCT","OVC","M","1800.00","4700.00","5000.00","M","M","M","M","M","M","M","M","26.60","KTEX 010435Z AUTO 00000KT 10SM SCT018 SCT047 OVC050 M03/M04 A2981 RMK AO2","M",2023-12-01 04:35:00,0.605623872545999,FALSE,TRUE
"TEX","2023-12-01 04:55","26.60","24.80","92.80","0.00","0.00",0,"29.82","M","10.00","M","SCT","SCT","OVC","M","3800.00","4500.00","5000.00","M","M","M","M","M","M","M","M","26.60","KTEX 010455Z AUTO 00000KT 10SM SCT038 SCT045 OVC050 M03/M04 A2982 RMK AO2","M",2023-12-01 04:55:00,0.605937935907776,FALSE,TRUE
"TEX","2023-12-01 05:15","26.60","23.00","86.07","0.00","0.00",0,"29.82","M","10.00","M","BKN","OVC","M","M","3800.00","5000.00","M","M","M","M","M","M","M","M","M","26.60","KTEX 010515Z AUTO 00000KT 10SM BKN038 OVC050 M03/M05 A2982 RMK AO2","M",2023-12-01 05:15:00,0.606250954134541,FALSE,TRUE
"TEX","2023-12-01 05:35","26.60","23.00","86.07","0.00","0.00",0,"29.82","M","10.00","M","BKN","OVC","M","M","3800.00","4900.00","M","M","M","M","M","M","M","M","M","26.60","KTEX 010535Z AUTO 00000KT 10SM BKN038 OVC049 M03/M05 A2982 RMK AO2","M",2023-12-01 05:35:00,0.606562930704276,FALSE,TRUE
"TEX","2023-12-01 05:55","26.60","23.00","86.07","0.00","0.00",0,"29.82","M","10.00","M","SCT","OVC","M","M","3200.00","4000.00","M","M","M","M","M","M","M","M","M","26.60","KTEX 010555Z AUTO 00000KT 10SM SCT032 OVC040 M03/M05 A2982 RMK AO2","M",2023-12-01 05:55:00,0.60687386908339,FALSE,TRUE
"TEX","2023-12-01 06:15","26.60","23.00","86.07","0.00","0.00",0,"29.82","M","10.00","M","SCT","BKN","BKN","M","3300.00","3900.00","4500.00","M","M","M","M","M","M","M","M","26.60","KTEX 010615Z AUTO 00000KT 10SM SCT033 BKN039 BKN045 M03/M05 A2982 RMK AO2","M",2023-12-01 06:15:00,0.607183772726759,FALSE,TRUE
"TEX","2023-12-01 06:35","26.60","23.00","86.07","0.00","0.00",0,"29.82","M","0.25","M","OVC","M","M","M","2900.00","M","M","M","-SN","M","M","M","M","M","M","26.60","KTEX 010635Z AUTO 00000KT 1/4SM -SN OVC029 M03/M05 A2982 RMK AO2","M",2023-12-01 06:35:00,0.607492645077759,FALSE,TRUE
"TEX","2023-12-01 06:55","26.60","23.00","86.07","0.00","0.00",0,"29.82","M","4.00","M","SCT","OVC","M","M","2100.00","2700.00","M","M","-SN","M","M","M","M","M","M","26.60","KTEX 010655Z AUTO 00000KT 4SM -SN SCT021 OVC027 M03/M05 A2982 RMK AO2","M",2023-12-01 06:55:00,0.607800489568307,FALSE,TRUE
"TEX","2023-12-01 07:15","26.60","23.00","86.07","0.00","0.00",0,"29.82","M","4.00","M","SCT","BKN","OVC","M","1300.00","2500.00","3700.00","M","-SN","M","M","M","M","M","M","26.60","KTEX 010715Z AUTO 00000KT 4SM -SN SCT013 BKN025 OVC037 M03/M05 A2982 RMK AO2","M",2023-12-01 07:15:00,0.608107309618903,FALSE,TRUE
"TEX","2023-12-01 07:35","24.80","21.20","85.96","0.00","0.00",0,"29.82","M","10.00","M","SCT","SCT","BKN","M","1300.00","2200.00","3000.00","M","M","M","M","M","M","M","M","24.80","KTEX 010735Z AUTO 00000KT 10SM SCT013 SCT022 BKN030 M04/M06 A2982 RMK AO2","M",2023-12-01 07:35:00,0.60841310863866,FALSE,TRUE
"TEX","2023-12-01 07:55","24.80","21.20","85.96","0.00","0.00",0,"29.81","M","10.00","M","SCT","SCT","M","M","2800.00","5000.00","M","M","M","M","M","M","M","M","M","24.80","KTEX 010755Z AUTO 00000KT 10SM SCT028 SCT050 M04/M06 A2981 RMK AO2","M",2023-12-01 07:55:00,0.608717890025348,FALSE,TRUE
"TEX","2023-12-01 08:15","24.80","21.20","85.96","0.00","0.00",0,"29.80","M","10.00","M","SCT","SCT","BKN","M","2100.00","4500.00","5000.00","M","M","M","M","M","M","M","M","24.80","KTEX 010815Z AUTO 00000KT 10SM SCT021 SCT045 BKN050 M04/M06 A2980 RMK AO2","M",2023-12-01 08:15:00,0.609021657165431,FALSE,TRUE
"TEX","2023-12-01 08:35","24.80","23.00","92.74","0.00","0.00",0,"29.80","M","10.00","M","BKN","OVC","M","M","4300.00","6000.00","M","M","M","M","M","M","M","M","M","24.80","KTEX 010835Z AUTO 00000KT 10SM BKN043 OVC060 M04/M05 A2980 RMK AO2","M",2023-12-01 08:35:00,0.609324413434102,FALSE,TRUE
"TEX","2023-12-01 08:55","24.80","23.00","92.74","0.00","0.00",0,"29.80","M","5.00","M","BKN","BKN","OVC","M","2600.00","3100.00","4000.00","M","-SN","M","M","M","M","M","M","24.80","KTEX 010855Z AUTO 00000KT 5SM -SN BKN026 BKN031 OVC040 M04/M05 A2980 RMK AO2","M",2023-12-01 08:55:00,0.609626162195323,FALSE,TRUE
"TEX","2023-12-01 09:15","24.80","23.00","92.74","0.00","0.00",0,"29.80","M","3.00","M","BKN","OVC","M","M","2800.00","3400.00","M","M","-SN","M","M","M","M","M","M","24.80","KTEX 010915Z AUTO 00000KT 3SM -SN BKN028 OVC034 M04/M05 A2980 RMK AO2","M",2023-12-01 09:15:00,0.60992690680186,FALSE,TRUE
"TEX","2023-12-01 09:35","24.80","23.00","92.74","0.00","0.00",0,"29.79","M","10.00","M","BKN","OVC","M","M","2800.00","4200.00","M","M","M","M","M","M","M","M","M","24.80","KTEX 010935Z AUTO 00000KT 10SM BKN028 OVC042 M04/M05 A2979 RMK AO2","M",2023-12-01 09:35:00,0.610226650595324,FALSE,TRUE
"TEX","2023-12-01 09:55","24.80","23.00","92.74","160.00","3.00",0,"29.79","M","4.00","M","SCT","BKN","OVC","M","2500.00","3000.00","3500.00","M","-SN","M","M","M","M","M","M","20.46","KTEX 010955Z AUTO 16003KT 4SM -SN SCT025 BKN030 OVC035 M04/M05 A2979 RMK AO2","M",2023-12-01 09:55:00,0.610525396906205,FALSE,TRUE
"TEX","2023-12-01 10:15","24.80","23.00","92.74","0.00","0.00",0,"29.79","M","5.00","M","SCT","SCT","OVC","M","1200.00","2400.00","3400.00","M","-SN","M","M","M","M","M","M","24.80","KTEX 011015Z AUTO 00000KT 5SM -SN SCT012 SCT024 OVC034 M04/M05 A2979 RMK AO2","M",2023-12-01 10:15:00,0.610823149053908,FALSE,TRUE
"TEX","2023-12-01 10:35","24.80","23.00","92.74","0.00","0.00",0,"29.79","M","2.00","M","SCT","OVC","M","M","1200.00","2300.00","M","M","-SN","M","M","M","M","M","M","24.80","KTEX 011035Z AUTO 00000KT 2SM -SN SCT012 OVC023 M04/M05 A2979 RMK AO2","M",2023-12-01 10:35:00,0.611119910346795,FALSE,TRUE
"TEX","2023-12-01 10:55","24.80","21.20","85.96","210.00","3.00",0,"29.79","M","5.00","M","SCT","BKN","OVC","M","1300.00","2500.00","3100.00","M","-SN","M","M","M","M","M","M","20.46","KTEX 011055Z AUTO 21003KT 5SM -SN SCT013 BKN025 OVC031 M04/M06 A2979 RMK AO2","M",2023-12-01 10:55:00,0.611415684082215,FALSE,TRUE
"TEX","2023-12-01 11:15","24.80","21.20","85.96","0.00","0.00",0,"29.79","M","4.00","M","SCT","BKN","OVC","M","1100.00","2500.00","3500.00","M","-SN","M","M","M","M","M","M","24.80","KTEX 011115Z AUTO 00000KT 4SM -SN SCT011 BKN025 OVC035 M04/M06 A2979 RMK AO2","M",2023-12-01 11:15:00,0.611710473546548,FALSE,TRUE
"TEX","2023-12-01 11:35","24.80","21.20","85.96","0.00","0.00",0,"29.79","M","2.00","M","SCT","BKN","OVC","M","600.00","2200.00","2800.00","M","-SN","M","M","M","M","M","M","24.80","KTEX 011135Z AUTO 00000KT 2SM -SN SCT006 BKN022 OVC028 M04/M06 A2979 RMK AO2 VIS 1V5","M",2023-12-01 11:35:00,0.612004282015233,FALSE,TRUE
"TEX","2023-12-01 11:55","24.80","21.20","85.96","280.00","4.00",0,"29.79","M","3.00","M","BKN","OVC","M","M","2400.00","3100.00","M","M","-SN","M","M","M","M","M","M","19.01","KTEX 011155Z AUTO 28004KT 3SM -SN BKN024 OVC031 M04/M06 A2979 RMK AO2","M",2023-12-01 11:55:00,0.612297112752814,FALSE,TRUE
"TEX","2023-12-01 12:15","24.80","21.20","85.96","250.00","4.00",0,"29.79","M","10.00","M","SCT","BKN","OVC","M","2200.00","2900.00","7000.00","M","M","M","M","M","M","M","M","19.01","KTEX 011215Z AUTO 25004KT 10SM SCT022 BKN029 OVC070 M04/M06 A2979 RMK AO2","M",2023-12-01 12:15:00,0.612588969012967,FALSE,TRUE
"TEX","2023-12-01 12:35","23.00","21.20","92.69","230.00","3.00",0,"29.78","M","10.00","M","SCT","BKN","OVC","M","2900.00","4500.00","7000.00","M","M","M","M","M","M","M","M","18.40","KTEX 011235Z AUTO 23003KT 10SM SCT029 BKN045 OVC070 M05/M06 A2978 RMK AO2","M",2023-12-01 12:35:00,0.612879854038543,FALSE,TRUE
"TEX","2023-12-01 12:55","23.00","21.20","92.69","260.00","4.00",0,"29.79","M","1.75","M","SCT","OVC","M","M","400.00","1400.00","M","M","-SN","M","M","M","M","M","M","16.91","KTEX 011255Z AUTO 26004KT 1 3/4SM -SN SCT004 OVC014 M05/M06 A2979 RMK AO2","M",2023-12-01 12:55:00,0.613169771061601,FALSE,TRUE
"TEX","2023-12-01 13:15","23.00","21.20","92.69","280.00","5.00",0,"29.79","M","1.25","M","BKN","OVC","M","M","400.00","1000.00","M","M","SN","M","M","M","M","M","M","15.71","KTEX 011315Z AUTO 28005KT 1 1/4SM SN BKN004 OVC010 M05/M06 A2979 RMK AO2","M",2023-12-01 13:15:00,0.613458723303444,FALSE,TRUE
"TEX","2023-12-01 13:35","23.00","21.20","92.69","260.00","6.00",0,"29.79","M","0.75","M","BKN","OVC","M","M","200.00","700.00","M","M","+SN","M","M","M","M","M","M","14.69","KTEX 011335Z AUTO 26006KT 3/4SM +SN BKN002 OVC007 M05/M06 A2979 RMK AO2","M",2023-12-01 13:35:00,0.613746713974656,FALSE,TRUE
"TEX","2023-12-01 13:55","23.00","21.20","92.69","0.00","0.00",0,"29.79","M","0.75","M","OVC","M","M","M","700.00","M","M","M","SN","M","M","M","M","M","M","23.00","KTEX 011355Z AUTO 00000KT 3/4SM SN OVC007 M05/M06 A2979 RMK AO2","M",2023-12-01 13:55:00,0.614033746275136,FALSE,TRUE
"TEX","2023-12-01 14:15","23.00","21.20","92.69","250.00","3.00",0,"29.80","M","1.00","M","OVC","M","M","M","900.00","M","M","M","SN","M","M","M","M","M","M","18.40","KTEX 011415Z AUTO 25003KT 1SM SN OVC009 M05/M06 A2980 RMK AO2","M",2023-12-01 14:15:00,0.614319823394134,FALSE,TRUE
"TEX","2023-12-01 14:35","23.00","21.20","92.69","0.00","0.00",0,"29.80","M","1.00","M","OVC","M","M","M","900.00","M","M","M","SN","M","M","M","M","M","M","23.00","KTEX 011435Z AUTO 00000KT 1SM SN OVC009 M05/M06 A2980 RMK AO2","M",2023-12-01 14:35:00,0.614604948510289,FALSE,TRUE
"TEX","2023-12-01 14:55","23.00","21.20","92.69","0.00","0.00",0,"29.81","M","2.00","M","BKN","OVC","M","M","400.00","1200.00","M","M","-SN","M","M","M","M","M","M","23.00","KTEX 011455Z AUTO 00000KT 2SM -SN BKN004 OVC012 M05/M06 A2981 RMK AO2","M",2023-12-01 14:55:00,0.61488912479166,FALSE,TRUE
"TEX","2023-12-01 15:15","23.00","21.20","92.69","0.00","0.00",0,"29.81","M","1.50","M","BKN","OVC","M","M","400.00","2200.00","M","M","-SN","M","M","M","M","M","M","23.00","KTEX 011515Z AUTO 00000KT 1 1/2SM -SN BKN004 OVC022 M05/M06 A2981 RMK AO2","M",2023-12-01 15:15:00,0.615172355395764,FALSE,TRUE
"TEX","2023-12-01 15:35","23.00","21.20","92.69","0.00","0.00",0,"29.81","M","1.75","M","SCT","BKN","OVC","M","400.00","2100.00","3300.00","M","-SN","M","M","M","M","M","M","23.00","KTEX 011535Z AUTO 00000KT 1 3/4SM -SN SCT004 BKN021 OVC033 M05/M06 A2981 RMK AO2","M",2023-12-01 15:35:00,0.61545464346961,FALSE,TRUE
"TEX","2023-12-01 15:55","24.80","21.20","85.96","210.00","3.00",0,"29.82","M","0.75","M","OVC","M","M","M","1400.00","M","M","M","-SN","M","M","M","M","M","M","20.46","KTEX 011555Z AUTO 21003KT 3/4SM -SN OVC014 M04/M06 A2982 RMK AO2","M",2023-12-01 15:55:00,0.615735992149737,FALSE,TRUE
"TEX","2023-12-01 16:15","24.80","21.20","85.96","0.00","0.00",0,"29.82","M","1.00","M","OVC","M","M","M","1600.00","M","M","M","-SN","M","M","M","M","M","M","24.80","KTEX 011615Z AUTO 00000KT 1SM -SN OVC016 M04/M06 A2982 RMK AO2","M",2023-12-01 16:15:00,0.616016404562242,FALSE,TRUE
"TEX","2023-12-01 16:35","24.80","21.20","85.96","0.00","0.00",0,"29.82","M","4.00","M","SCT","BKN","OVC","M","600.00","1800.00","4400.00","M","BR","M","M","M","M","M","M","24.80","KTEX 011635Z AUTO 00000KT 4SM BR SCT006 BKN018 OVC044 M04/M06 A2982 RMK AO2","M",2023-12-01 16:35:00,0.616295883822823,FALSE,TRUE
"TEX","2023-12-01 16:55","24.80","21.20","85.96","0.00","0.00",0,"29.82","M","10.00","M","BKN","BKN","OVC","M","800.00","2700.00","5000.00","M","M","M","M","M","M","M","M","24.80","KTEX 011655Z AUTO 00000KT 10SM BKN008 BKN027 OVC050 M04/M06 A2982 RMK AO2","M",2023-12-01 16:55:00,0.616574433036808,FALSE,TRUE
"TEX","2023-12-01 17:15","26.60","19.40","73.89","0.00","0.00",0,"29.82","M","10.00","M","SCT","BKN","BKN","M","800.00","3600.00","4500.00","M","-RA","M","M","M","M","M","M","26.60","KTEX 011715Z AUTO 00000KT 10SM -RA SCT008 BKN036 BKN045 M03/M07 A2982 RMK AO2","M",2023-12-01 17:15:00,0.61685205529919,FALSE,TRUE
"TEX","2023-12-01 17:35","26.60","19.40","73.89","0.00","0.00",0,"29.81","M","10.00","M","BKN","BKN","OVC","M","3400.00","6000.00","7500.00","M","M","M","M","M","M","M","M","26.60","KTEX 011735Z AUTO 00000KT 10SM BKN034 BKN060 OVC075 M03/M07 A2981 RMK AO2","M",2023-12-01 17:35:00,0.617128753694665,FALSE,TRUE
"TEX","2023-12-01 17:55","26.60","19.40","73.89","0.00","0.00",0,"29.80","M","10.00","M","SCT","BKN","OVC","M","3500.00","6000.00","7500.00","M","M","M","M","M","M","M","M","26.60","KTEX 011755Z AUTO 00000KT 10SM SCT035 BKN060 OVC075 M03/M07 A2980 RMK AO2","M",2023-12-01 17:55:00,0.617404531297662,FALSE,TRUE
"TEX","2023-12-01 18:15","26.60","21.20","79.77","250.00","3.00",0,"29.81","M","7.00","M","SCT","BKN","OVC","M","2300.00","3100.00","6500.00","M","M","M","M","M","M","M","M","22.52","KTEX 011815Z AUTO 25003KT 7SM SCT023 BKN031 OVC065 M03/M06 A2981 RMK AO2","M",2023-12-01 18:15:00,0.617679391172378,FALSE,TRUE
"TEX","2023-12-01 18:35","26.60","21.20","79.77","0.00","0.00",0,"29.80","M","1.00","M","BKN","OVC","M","M","800.00","1400.00","M","M","-SN","M","M","M","M","M","M","26.60","KTEX 011835Z AUTO 00000KT 1SM -SN BKN008 OVC014 M03/M06 A2980 RMK AO2","M",2023-12-01 18:35:00,0.617953336372817,FALSE,TRUE
"TEX","2023-12-01 18:55","26.60","19.40","73.89","0.00","0.00",0,"29.79","M","1.50","M","BKN","OVC","M","M","1400.00","2200.00","M","M","-SN","M","M","M","M","M","M","26.60","KTEX 011855Z AUTO 00000KT 1 1/2SM -SN BKN014 OVC022 M03/M07 A2979 RMK AO2","M",2023-12-01 18:55:00,0.618226369942815,FALSE,TRUE
"TEX","2023-12-01 19:15","26.60","21.20","79.77","250.00","4.00",0,"29.79","M","0.50","M","BKN","OVC","M","M","500.00","900.00","M","M","SN","M","M","M","M","M","M","21.11","KTEX 011915Z AUTO 25004KT 1/2SM SN BKN005 OVC009 M03/M06 A2979 RMK AO2","M",2023-12-01 19:15:00,0.618498494916083,FALSE,TRUE
"TEX","2023-12-01 19:35","26.60","21.20","79.77","290.00","6.00",0,"29.79","M","0.75","M","OVC","M","M","M","700.00","M","M","M","-SN","M","M","M","M","M","M","19.03","KTEX 011935Z AUTO 29006KT 3/4SM -SN OVC007 M03/M06 A2979 RMK AO2","M",2023-12-01 19:35:00,0.618769714316234,FALSE,TRUE
"TEX","2023-12-01 19:55","26.60","19.40","73.89","250.00","9.00",0,"29.79","M","1.50","15.00","SCT","OVC","M","M","700.00","1500.00","M","M","-SN","M","M","M","M","M","M","16.80","KTEX 011955Z AUTO 25009G15KT 1 1/2SM -SN SCT007 OVC015 M03/M07 A2979 RMK AO2","M",2023-12-01 19:55:00,0.619040031156818,FALSE,TRUE
"TEX","2023-12-01 20:15","26.60","21.20","79.77","280.00","7.00",0,"29.79","M","1.00","M","BKN","BKN","OVC","M","700.00","1000.00","1600.00","M","-SN","M","M","M","M","M","M","18.20","KTEX 012015Z AUTO 28007KT 1SM -SN BKN007 BKN010 OVC016 M03/M06 A2979 RMK AO2","M",2023-12-01 20:15:00,0.619309448441361,FALSE,TRUE
"TEX","2023-12-01 20:35","26.60","19.40","73.89","300.00","8.00",0,"29.79","M","1.50","M","SCT","BKN","OVC","M","500.00","800.00","1700.00","M","-SN","M","M","M","M","M","M","17.46","KTEX 012035Z AUTO 30008KT 1 1/2SM -SN SCT005 BKN008 OVC017 M03/M07 A2979 RMK AO2","M",2023-12-01 20:35:00,0.61957796916339,FALSE,TRUE
"TEX","2023-12-01 20:55","26.60","19.40","73.89","290.00","9.00",0,"29.79","M","5.00","M","SCT","BKN","OVC","M","1000.00","1500.00","2900.00","M","-SN","M","M","M","M","M","M","16.80","KTEX 012055Z AUTO 29009KT 5SM -SN SCT010 BKN015 OVC029 M03/M07 A2979 RMK AO2","M",2023-12-01 20:55:00,0.61984559630647,FALSE,TRUE
"TEX","2023-12-01 21:15","24.80","19.40","79.62","310.00","8.00",0,"29.79","M","1.00","M","BKN","OVC","M","M","600.00","1500.00","M","M","-SN","M","M","M","M","M","M","15.24","KTEX 012115Z AUTO 31008KT 1SM -SN BKN006 OVC015 M04/M07 A2979 RMK AO2","M",2023-12-01 21:15:00,0.620112332844241,FALSE,TRUE
"TEX","2023-12-01 21:35","26.60","17.60","68.40","290.00","10.00",0,"29.79","M","4.00","17.00","SCT","BKN","OVC","M","1500.00","2400.00","6000.00","M","-SN","M","M","M","M","M","M","16.20","KTEX 012135Z AUTO 29010G17KT 270V330 4SM -SN SCT015 BKN024 OVC060 M03/M08 A2979 RMK AO2","M",2023-12-01 21:35:00,0.620378181740443,FALSE,TRUE
"TEX","2023-12-01 21:55","23.00","19.40","85.85","300.00","7.00",0,"29.81","M","0.25","21.00","OVC","M","M","M","400.00","M","M","M","+SN","M","M","M","M","M","M","13.81","KTEX 012155Z AUTO 30007G21KT M1/4SM +SN OVC004 M05/M07 A2981 RMK AO2","M",2023-12-01 21:55:00,0.620643145948957,FALSE,TRUE
"TEX","2023-12-01 22:15","23.00","19.40","85.85","300.00","9.00",0,"29.81","M","0.25","17.00","OVC","M","M","M","400.00","M","M","M","SN","M","M","M","M","M","M","12.32","KTEX 012215Z AUTO 30009G17KT 270V330 1/4SM SN OVC004 M05/M07 A2981 RMK AO2","M",2023-12-01 22:15:00,0.620907228413832,FALSE,TRUE
