station,valid,tmpc,relh,drct,sped,p01m
TEX,2024-03-07 02:15,1.00,34.34,260.00,9.20,0.00
TEX,2024-03-07 02:35,1.00,37.22,270.00,4.60,0.00
TEX,2024-03-07 02:55,1.00,37.22,0.00,0.00,0.00
TEX,2024-03-07 03:15,1.00,37.22,210.00,4.60,0.00
TEX,2024-03-07 03:35,0.00,43.34,0.00,0.00,0.00
TEX,2024-03-07 03:55,0.00,43.34,0.00,0.00,0.00
TEX,2024-03-07 04:15,0.00,43.34,140.00,4.60,0.00
TEX,2024-03-07 04:35,0.00,43.34,0.00,0.00,0.00
TEX,2024-03-07 04:55,0.00,43.34,0.00,0.00,0.00
TEX,2024-03-07 05:15,0.00,43.34,160.00,8.05,0.00
TEX,2024-03-07 05:35,-1.00,63.75,150.00,5.75,0.00
TEX,2024-03-07 05:55,-1.00,68.83,0.00,0.00,0.00
TEX,2024-03-07 06:15,-2.00,79.92,120.00,5.75,0.00
TEX,2024-03-07 06:35,-2.00,79.92,0.00,0.00,0.00
TEX,2024-03-07 06:55,-2.00,79.92,260.00,4.60,0.00
TEX,2024-03-07 07:15,-2.00,79.92,0.00,0.00,0.00
TEX,2024-03-07 07:35,-2.00,79.92,0.00,0.00,0.00
TEX,2024-03-07 07:55,-3.00,86.07,140.00,4.60,0.00
TEX,2024-03-07 08:15,-2.00,79.92,140.00,3.45,0.00
TEX,2024-03-07 08:35,-2.00,74.08,50.00,3.45,0.00
TEX,2024-03-07 08:55,-2.00,68.61,0.00,0.00,0.00
TEX,2024-03-07 09:15,-2.00,68.61,150.00,3.45,0.00
TEX,2024-03-07 09:35,-3.00,73.89,130.00,4.60,0.00
TEX,2024-03-07 09:55,-2.00,68.61,150.00,8.05,0.00
TEX,2024-03-07 10:15,-3.00,79.77,140.00,6.90,0.00
TEX,2024-03-07 10:35,-3.00,79.77,0.00,0.00,0.00
TEX,2024-03-07 10:55,-3.00,73.89,0.00,0.00,0.00
TEX,2024-03-07 11:15,-2.00,68.61,0.00,0.00,0.00
TEX,2024-03-07 11:35,-3.00,73.89,230.00,3.45,0.00
TEX,2024-03-07 11:55,-3.00,73.89,0.00,0.00,0.00
TEX,2024-03-07 12:15,-3.00,73.89,140.00,3.45,0.00
TEX,2024-03-07 12:35,-3.00,73.89,0.00,0.00,0.00
TEX,2024-03-07 12:55,-3.00,73.89,0.00,0.00,0.00
TEX,2024-03-07 13:15,-3.00,73.89,160.00,3.45,0.00
TEX,2024-03-07 13:35,-3.00,68.40,0.00,0.00,0.00
TEX,2024-03-07 13:55,-3.00,73.89,0.00,0.00,0.00
TEX,2024-03-07 14:15,-4.00,79.62,0.00,0.00,0.00
TEX,2024-03-07 14:35,-3.00,73.89,0.00,0.00,0.00
TEX,2024-03-07 14:55,-3.00,73.89,0.00,0.00,0.00
TEX,2024-03-07 15:15,-2.00,68.61,0.00,0.00,0.00
TEX,2024-03-07 15:35,-2.00,68.61,0.00,0.00,0.00
TEX,2024-03-07 15:55,-1.00,63.75,0.00,0.00,0.00
TEX,2024-03-07 16:15,0.00,59.27,0.00,0.00,0.00
TEX,2024-03-07 16:35,0.00,54.87,0.00,0.00,0.00
TEX,2024-03-07 16:55,0.00,54.87,0.00,0.00,0.00
TEX,2024-03-07 17:15,2.00,40.63,250.00,3.45,0.00
TEX,2024-03-07 17:35,1.00,43.65,270.00,6.90,0.00
TEX,2024-03-07 17:55,1.00,43.65,250.00,6.90,0.00
TEX,2024-03-07 18:15,1.00,51.04,250.00,6.90,0.00
TEX,2024-03-07 18:35,0.00,59.27,250.00,8.05,0.00
TEX,2024-03-07 18:55,0.00,63.99,190.00,4.60,0.00
TEX,2024-03-07 19:15,0.00,63.99,220.00,3.45,0.00
TEX,2024-03-07 19:35,0.00,63.99,210.00,6.90,0.00
TEX,2024-03-07 19:55,0.00,63.99,150.00,6.90,0.00
TEX,2024-03-07 20:15,0.00,63.99,220.00,3.45,0.00
TEX,2024-03-07 20:35,0.00,63.99,280.00,8.05,0.00
TEX,2024-03-07 20:55,-1.00,74.26,300.00,10.35,0.00
TEX,2024-03-07 21:15,-2.00,79.92,300.00,10.35,0.00
TEX,2024-03-07 21:35,-2.00,79.92,300.00,5.75,0.00
TEX,2024-03-07 21:55,-2.00,86.18,290.00,5.75,0.00
TEX,2024-03-07 22:15,-1.00,80.07,260.00,5.75,0.00
TEX,2024-03-07 22:35,-1.00,86.28,270.00,4.60,0.00
TEX,2024-03-07 22:55,-2.00,86.18,270.00,5.75,0.00
TEX,2024-03-07 23:15,-2.00,86.18,270.00,3.45,0.00
TEX,2024-03-07 23:35,-2.00,92.86,260.00,4.60,0.00
TEX,2024-03-07 23:55,-2.00,92.86,250.00,5.75,0.00
TEX,2024-03-08 00:15,-2.00,92.86,260.00,6.90,0.00
TEX,2024-03-08 00:35,-2.00,92.86,250.00,6.90,0.00
TEX,2024-03-08 00:55,-2.00,86.18,240.00,3.45,0.00
TEX,2024-03-08 01:15,-2.00,86.18,0.00,0.00,0.00
TEX,2024-03-08 01:35,-2.00,86.18,0.00,0.00,0.00
TEX,2024-03-08 01:55,-2.00,86.18,0.00,0.00,0.00
TEX,2024-03-08 02:15,-2.00,86.18,0.00,0.00,0.00
TEX,2024-03-08 02:35,-2.00,86.18,0.00,0.00,0.00
TEX,2024-03-08 02:55,-2.00,86.18,0.00,0.00,0.00
TEX,2024-03-08 03:15,-2.00,86.18,0.00,0.00,0.00
TEX,2024-03-08 03:35,-2.00,92.86,0.00,0.00,0.00
TEX,2024-03-08 03:55,-2.00,86.18,0.00,0.00,0.00
TEX,2024-03-08 04:15,-2.00,86.18,0.00,0.00,0.00
TEX,2024-03-08 04:35,-2.00,86.18,0.00,0.00,0.00
TEX,2024-03-08 04:55,-3.00,92.80,0.00,0.00,0.00
TEX,2024-03-08 05:15,-3.00,92.80,0.00,0.00,0.00
TEX,2024-03-08 05:35,-3.00,86.07,0.00,0.00,0.00
TEX,2024-03-08 05:55,-3.00,92.80,0.00,0.00,0.00
TEX,2024-03-08 06:15,-3.00,92.80,0.00,0.00,0.00
TEX,2024-03-08 06:35,-3.00,86.07,0.00,0.00,0.00
TEX,2024-03-08 06:55,-3.00,92.80,0.00,0.00,0.00
TEX,2024-03-08 07:15,-3.00,92.80,0.00,0.00,0.00
TEX,2024-03-08 07:35,-3.00,92.80,0.00,0.00,0.00
TEX,2024-03-08 07:55,-3.00,92.80,0.00,0.00,0.00
TEX,2024-03-08 08:15,-3.00,86.07,0.00,0.00,0.00
TEX,2024-03-08 08:35,-3.00,86.07,0.00,0.00,0.00
TEX,2024-03-08 08:55,-3.00,86.07,130.00,4.60,0.00
TEX,2024-03-08 09:15,-4.00,92.74,130.00,5.75,0.00
TEX,2024-03-08 09:35,-3.00,86.07,120.00,4.60,0.00
TEX,2024-03-08 09:55,-4.00,85.96,0.00,0.00,0.00
TEX,2024-03-08 10:15,-4.00,85.96,0.00,0.00,0.00
TEX,2024-03-08 10:35,-4.00,85.96,0.00,0.00,0.00
TEX,2024-03-08 10:55,-4.00,85.96,0.00,0.00,0.00
TEX,2024-03-08 11:15,-4.00,85.96,0.00,0.00,0.00
TEX,2024-03-08 11:35,-4.00,92.74,0.00,0.00,0.00
TEX,2024-03-08 11:55,-4.00,92.74,0.00,0.00,0.00
TEX,2024-03-08 12:15,-4.00,85.96,130.00,3.45,0.00
TEX,2024-03-08 12:35,-5.00,85.85,0.00,0.00,0.00
TEX,2024-03-08 12:55,-4.00,85.96,0.00,0.00,0.00
TEX,2024-03-08 13:15,-4.00,85.96,0.00,0.00,0.00
TEX,2024-03-08 13:35,-4.00,79.62,0.00,0.00,0.00
TEX,2024-03-08 13:55,-5.00,92.69,0.00,0.00,0.00
TEX,2024-03-08 14:15,-4.00,85.96,M,M,0.00
TEX,2024-03-08 14:35,-4.00,85.96,0.00,0.00,0.00
TEX,2024-03-08 14:55,-5.00,92.69,0.00,0.00,0.00
TEX,2024-03-08 15:15,-4.00,85.96,140.00,4.60,0.00
TEX,2024-03-08 15:35,-3.00,79.77,0.00,0.00,0.00
TEX,2024-03-08 15:55,-3.00,79.77,0.00,0.00,0.00
TEX,2024-03-08 16:15,-3.00,79.77,0.00,0.00,0.00
TEX,2024-03-08 16:35,-1.00,68.83,0.00,0.00,0.00
TEX,2024-03-08 16:55,-1.00,74.26,0.00,0.00,0.00
TEX,2024-03-08 17:15,-1.00,74.26,250.00,3.45,0.76
TEX,2024-03-08 17:35,-1.00,68.83,270.00,3.45,1.27
TEX,2024-03-08 17:55,0.00,63.99,250.00,5.75,1.52
TEX,2024-03-08 18:15,0.00,63.99,270.00,6.90,0.25
TEX,2024-03-08 18:35,0.00,63.99,290.00,5.75,0.25
TEX,2024-03-08 18:55,0.00,63.99,300.00,9.20,0.25
TEX,2024-03-08 19:15,0.00,63.99,280.00,9.20,0.00
TEX,2024-03-08 19:35,0.00,63.99,0.00,0.00,0.00
TEX,2024-03-08 19:55,0.00,59.27,0.00,0.00,0.00
TEX,2024-03-08 20:15,0.00,59.27,280.00,10.35,0.00
TEX,2024-03-08 20:35,1.00,51.04,270.00,11.50,0.00
TEX,2024-03-08 20:55,1.00,55.14,280.00,12.65,0.00
TEX,2024-03-08 21:15,1.00,55.14,270.00,17.25,0.00
TEX,2024-03-08 21:35,0.00,50.75,300.00,11.50,0.00
TEX,2024-03-08 21:55,0.00,63.99,280.00,19.55,0.00
TEX,2024-03-08 22:15,0.00,63.99,290.00,18.40,0.00
TEX,2024-03-08 22:35,-1.00,63.75,280.00,13.80,0.00
TEX,2024-03-08 22:55,-1.00,68.83,270.00,13.80,0.00
TEX,2024-03-08 23:15,-1.00,68.83,290.00,11.50,0.00
TEX,2024-03-08 23:35,-1.00,68.83,270.00,11.50,0.00
TEX,2024-03-08 23:55,-2.00,74.08,280.00,13.80,0.00
TEX,2024-03-09 00:15,-2.00,79.92,280.00,11.50,0.00
TEX,2024-03-09 00:35,-2.00,79.92,310.00,6.90,0.00
TEX,2024-03-09 00:55,-2.00,79.92,0.00,0.00,0.00
TEX,2024-03-09 01:15,-2.00,74.08,0.00,0.00,0.00
TEX,2024-03-09 01:35,-2.00,68.61,0.00,0.00,0.00
TEX,2024-03-09 01:55,-2.00,58.75,340.00,3.45,0.00
TEX,2024-03-09 02:15,-2.00,63.51,0.00,0.00,0.00
TEX,2024-03-09 02:35,-2.00,63.51,160.00,3.45,0.00
TEX,2024-03-09 02:55,-2.00,63.51,0.00,0.00,0.00
TEX,2024-03-09 03:15,-3.00,73.89,190.00,3.45,0.00
TEX,2024-03-09 03:35,-3.00,73.89,0.00,0.00,0.00
TEX,2024-03-09 03:55,-3.00,68.40,0.00,0.00,0.00
TEX,2024-03-09 04:15,-3.00,68.40,0.00,0.00,0.00
TEX,2024-03-09 04:35,-4.00,73.70,0.00,0.00,0.00
TEX,2024-03-09 04:55,-4.00,73.70,0.00,0.00,0.00
TEX,2024-03-09 05:15,-5.00,79.47,0.00,0.00,0.00
TEX,2024-03-09 05:35,-5.00,79.47,120.00,3.45,0.00
TEX,2024-03-09 05:55,-5.00,79.47,0.00,0.00,0.00
TEX,2024-03-09 06:15,-6.00,73.32,140.00,4.60,0.00
TEX,2024-03-09 06:35,-6.00,73.32,130.00,4.60,0.00
TEX,2024-03-09 06:55,-6.00,73.32,140.00,6.90,0.00
TEX,2024-03-09 07:15,-6.00,73.32,150.00,5.75,0.00
TEX,2024-03-09 07:35,-7.00,79.16,130.00,5.75,0.00
TEX,2024-03-09 07:55,-7.00,79.16,0.00,0.00,0.00
TEX,2024-03-09 08:15,-7.00,73.13,150.00,4.60,0.00
TEX,2024-03-09 08:35,-7.00,73.13,130.00,4.60,0.00
TEX,2024-03-09 08:55,-8.00,72.93,0.00,0.00,0.00
TEX,2024-03-09 09:15,-7.00,73.13,0.00,0.00,0.00
TEX,2024-03-09 09:35,-7.00,73.13,0.00,0.00,0.00
TEX,2024-03-09 09:55,-8.00,79.00,0.00,0.00,0.00
TEX,2024-03-09 10:15,-7.00,73.13,0.00,0.00,0.00
TEX,2024-03-09 10:35,-7.00,73.13,0.00,0.00,0.00
TEX,2024-03-09 10:55,-8.00,79.00,140.00,5.75,0.00
TEX,2024-03-09 11:15,-8.00,79.00,150.00,6.90,0.00
TEX,2024-03-09 11:35,-8.00,72.93,140.00,6.90,0.00
TEX,2024-03-09 11:55,-8.00,72.93,130.00,5.75,0.00
TEX,2024-03-09 12:15,-8.00,72.93,140.00,5.75,0.00
TEX,2024-03-09 12:35,-8.00,72.93,150.00,8.05,0.00
TEX,2024-03-09 12:55,-8.00,67.28,130.00,6.90,0.00
TEX,2024-03-09 13:15,-8.00,72.93,120.00,6.90,0.00
TEX,2024-03-09 13:35,-9.00,72.73,130.00,6.90,0.00
TEX,2024-03-09 13:55,-8.00,67.28,130.00,5.75,0.00
TEX,2024-03-09 14:15,-8.00,67.28,140.00,5.75,0.00
TEX,2024-03-09 14:35,-7.00,62.28,140.00,3.45,0.00
TEX,2024-03-09 14:55,-7.00,67.51,0.00,0.00,0.00
TEX,2024-03-09 15:15,-6.00,62.53,130.00,3.45,0.00
TEX,2024-03-09 15:35,-5.00,62.78,110.00,3.45,0.00
TEX,2024-03-09 15:55,-4.00,53.75,0.00,0.00,0.00
TEX,2024-03-09 16:15,-3.00,46.02,0.00,0.00,0.00
TEX,2024-03-09 16:35,-2.00,46.32,0.00,0.00,0.00
TEX,2024-03-09 16:55,-1.00,46.62,0.00,0.00,0.00
TEX,2024-03-09 17:15,0.00,40.01,0.00,0.00,0.00
TEX,2024-03-09 17:35,0.00,43.34,0.00,0.00,0.00
TEX,2024-03-09 17:55,1.00,40.32,0.00,0.00,0.00
TEX,2024-03-09 18:15,1.00,40.32,270.00,5.75,0.00
TEX,2024-03-09 18:35,1.00,43.65,260.00,8.05,0.00
TEX,2024-03-09 18:55,1.00,43.65,220.00,6.90,0.00
TEX,2024-03-09 19:15,1.00,43.65,260.00,8.05,0.00
TEX,2024-03-09 19:35,2.00,37.53,250.00,8.05,0.00
TEX,2024-03-09 19:55,2.00,37.53,260.00,6.90,0.00
TEX,2024-03-09 20:15,2.00,37.53,290.00,8.05,0.00
TEX,2024-03-09 20:35,2.00,40.63,250.00,9.20,0.00
TEX,2024-03-09 20:55,2.00,37.53,260.00,9.20,0.00
TEX,2024-03-09 21:15,2.00,34.65,250.00,8.05,0.00
TEX,2024-03-09 21:35,3.00,29.77,280.00,4.60,0.00
TEX,2024-03-09 21:55,3.00,29.77,280.00,8.05,0.00
TEX,2024-03-09 22:15,3.00,29.77,290.00,9.20,0.00
TEX,2024-03-09 22:35,3.00,29.77,290.00,4.60,0.00
TEX,2024-03-09 22:55,3.00,29.77,250.00,9.20,0.00
TEX,2024-03-09 23:15,3.00,29.77,280.00,9.20,0.00
TEX,2024-03-09 23:35,3.00,29.77,280.00,11.50,0.00
TEX,2024-03-09 23:55,3.00,29.77,270.00,11.50,0.00
TEX,2024-03-10 00:15,2.00,31.97,270.00,10.35,0.00
TEX,2024-03-10 00:35,2.00,34.65,280.00,10.35,0.00
TEX,2024-03-10 00:55,2.00,34.65,280.00,9.20,0.00
TEX,2024-03-10 01:15,1.00,43.65,280.00,8.05,0.00
TEX,2024-03-10 01:35,1.00,43.65,290.00,6.90,0.00
TEX,2024-03-10 01:55,0.00,46.92,290.00,8.05,0.00
TEX,2024-03-10 02:15,0.00,46.92,220.00,4.60,0.00
TEX,2024-03-10 02:35,0.00,46.92,0.00,0.00,0.00
TEX,2024-03-10 02:55,0.00,43.34,0.00,0.00,0.00
TEX,2024-03-10 03:15,-1.00,50.47,0.00,0.00,0.00
TEX,2024-03-10 03:35,-1.00,46.62,0.00,0.00,0.00
TEX,2024-03-10 03:55,-2.00,50.17,110.00,4.60,0.00
TEX,2024-03-10 04:15,-1.00,46.62,120.00,5.75,0.00
TEX,2024-03-10 04:35,-1.00,46.62,160.00,6.90,0.00
TEX,2024-03-10 04:55,-2.00,50.17,150.00,4.60,0.00
TEX,2024-03-10 05:15,-2.00,50.17,150.00,4.60,0.00
TEX,2024-03-10 05:35,-3.00,54.03,140.00,4.60,0.00
TEX,2024-03-10 05:55,-2.00,50.17,160.00,5.75,0.00
TEX,2024-03-10 06:15,-3.00,54.03,150.00,6.90,0.00
TEX,2024-03-10 06:35,-3.00,49.88,150.00,6.90,0.00
TEX,2024-03-10 06:55,-4.00,53.75,110.00,5.75,0.00
TEX,2024-03-10 07:15,-4.00,53.75,140.00,6.90,0.00
TEX,2024-03-10 07:35,-5.00,57.96,150.00,6.90,0.00
TEX,2024-03-10 07:55,-5.00,57.96,130.00,4.60,0.00
TEX,2024-03-10 08:15,-5.00,57.96,150.00,6.90,0.00
TEX,2024-03-10 08:35,-5.00,57.96,150.00,9.20,0.00
TEX,2024-03-10 08:55,-6.00,62.53,140.00,8.05,0.00
TEX,2024-03-10 09:15,-5.00,57.96,130.00,6.90,0.00
TEX,2024-03-10 09:35,-5.00,57.96,110.00,4.60,0.00
TEX,2024-03-10 09:55,-5.00,57.96,140.00,6.90,0.00
TEX,2024-03-10 10:15,-6.00,62.53,150.00,9.20,0.00
TEX,2024-03-10 10:35,-6.00,62.53,150.00,9.20,0.00
TEX,2024-03-10 10:55,-5.00,57.96,130.00,4.60,0.00
TEX,2024-03-10 11:15,-5.00,57.96,150.00,3.45,0.00
TEX,2024-03-10 11:35,-5.00,57.96,150.00,5.75,0.00
TEX,2024-03-10 11:55,-6.00,62.53,140.00,6.90,0.00
TEX,2024-03-10 12:15,-6.00,57.69,140.00,6.90,0.00
TEX,2024-03-10 12:35,-6.00,57.69,130.00,5.75,0.00
TEX,2024-03-10 12:55,-6.00,57.69,110.00,4.60,0.00
TEX,2024-03-10 13:15,-6.00,57.69,0.00,0.00,0.00
TEX,2024-03-10 13:35,-6.00,57.69,150.00,6.90,0.00
TEX,2024-03-10 13:55,-7.00,57.41,160.00,8.05,0.00
TEX,2024-03-10 14:15,-6.00,48.99,130.00,5.75,0.00
TEX,2024-03-10 14:35,-6.00,48.99,120.00,6.90,0.00
TEX,2024-03-10 14:55,-6.00,48.99,130.00,6.90,0.00
TEX,2024-03-10 15:15,-5.00,45.41,160.00,6.90,0.00
TEX,2024-03-10 15:35,-3.00,35.98,170.00,3.45,0.00
TEX,2024-03-10 15:55,-2.00,36.29,0.00,0.00,0.00
TEX,2024-03-10 16:15,-2.00,42.73,0.00,0.00,0.00
TEX,2024-03-10 16:35,0.00,28.86,0.00,0.00,0.00
TEX,2024-03-10 16:55,0.00,26.55,0.00,0.00,0.00
TEX,2024-03-10 17:15,1.00,22.70,0.00,0.00,0.00
TEX,2024-03-10 17:35,2.00,21.13,0.00,0.00,0.00
TEX,2024-03-10 17:55,2.00,17.81,270.00,3.45,0.00
TEX,2024-03-10 18:15,3.00,16.59,260.00,5.75,0.00
TEX,2024-03-10 18:35,3.00,16.59,270.00,8.05,0.00
TEX,2024-03-10 18:55,4.00,15.46,250.00,9.20,0.00
TEX,2024-03-10 19:15,5.00,12.12,260.00,9.20,0.00
TEX,2024-03-10 19:35,5.00,13.22,270.00,9.20,0.00
TEX,2024-03-10 19:55,5.00,14.42,270.00,8.05,0.00
TEX,2024-03-10 20:15,5.00,13.22,260.00,9.20,0.00
TEX,2024-03-10 20:35,6.00,13.45,280.00,9.20,0.00
TEX,2024-03-10 20:55,6.00,15.96,240.00,9.20,0.00
TEX,2024-03-10 21:15,6.00,17.36,280.00,12.65,0.00
TEX,2024-03-10 21:35,6.00,17.36,280.00,11.50,0.00
TEX,2024-03-10 21:55,6.00,17.36,280.00,10.35,0.00
TEX,2024-03-10 22:15,6.00,18.87,280.00,13.80,0.00
TEX,2024-03-10 22:35,6.00,18.87,280.00,11.50,0.00
TEX,2024-03-10 22:55,6.00,18.87,280.00,11.50,0.00
TEX,2024-03-10 23:15,6.00,20.50,280.00,11.50,0.00
TEX,2024-03-10 23:35,6.00,18.87,280.00,11.50,0.00
TEX,2024-03-10 23:55,6.00,20.50,270.00,12.65,0.00
TEX,2024-03-11 00:15,6.00,20.50,280.00,11.50,0.00
TEX,2024-03-11 00:35,5.00,23.85,280.00,11.50,0.00
TEX,2024-03-11 00:55,5.00,25.87,270.00,8.05,0.00
TEX,2024-03-11 01:15,4.00,27.74,250.00,4.60,0.00
TEX,2024-03-11 01:35,3.00,32.27,0.00,0.00,0.00
TEX,2024-03-11 01:55,3.00,32.27,0.00,0.00,0.00
TEX,2024-03-11 02:15,2.00,34.65,110.00,3.45,0.00
TEX,2024-03-11 02:35,1.00,37.22,110.00,6.90,0.00
TEX,2024-03-11 02:55,1.00,37.22,140.00,5.75,0.00
TEX,2024-03-11 03:15,1.00,37.22,130.00,5.75,0.00
TEX,2024-03-11 03:35,0.00,43.34,130.00,8.05,0.00
TEX,2024-03-11 03:55,0.00,40.01,130.00,8.05,0.00
TEX,2024-03-11 04:15,0.00,40.01,140.00,6.90,0.00
TEX,2024-03-11 04:35,0.00,40.01,140.00,5.75,0.00
TEX,2024-03-11 04:55,0.00,40.01,140.00,8.05,0.00
TEX,2024-03-11 05:15,0.00,36.91,120.00,3.45,0.00
TEX,2024-03-11 05:35,-1.00,43.04,150.00,4.60,0.00
TEX,2024-03-11 05:55,0.00,36.91,140.00,5.75,0.00
TEX,2024-03-11 06:15,-1.00,36.60,0.00,0.00,0.00
TEX,2024-03-11 06:35,0.00,36.91,0.00,0.00,0.00
TEX,2024-03-11 06:55,0.00,36.91,0.00,0.00,0.00
TEX,2024-03-11 07:15,0.00,34.03,0.00,0.00,0.00
TEX,2024-03-11 07:35,0.00,31.35,0.00,0.00,0.00
TEX,2024-03-11 07:55,0.00,28.86,120.00,4.60,0.00
TEX,2024-03-11 08:15,0.00,26.55,0.00,0.00,0.00
TEX,2024-03-11 08:35,0.00,24.40,0.00,0.00,0.00
TEX,2024-03-11 08:55,0.00,24.40,0.00,0.00,0.00
TEX,2024-03-11 09:15,0.00,26.55,0.00,0.00,0.00
TEX,2024-03-11 09:35,0.00,28.86,0.00,0.00,0.00
TEX,2024-03-11 09:55,0.00,28.86,0.00,0.00,0.00
TEX,2024-03-11 10:15,1.00,26.85,60.00,3.45,0.00
TEX,2024-03-11 10:35,1.00,26.85,0.00,0.00,0.00
TEX,2024-03-11 10:55,1.00,26.85,110.00,3.45,0.00
TEX,2024-03-11 11:15,1.00,24.70,0.00,0.00,0.00
TEX,2024-03-11 11:35,0.00,28.86,0.00,0.00,0.00
TEX,2024-03-11 11:55,0.00,28.86,0.00,0.00,0.00
TEX,2024-03-11 12:15,0.00,26.55,150.00,4.60,0.00
TEX,2024-03-11 12:35,0.00,28.86,0.00,0.00,0.00
TEX,2024-03-11 12:55,0.00,28.86,0.00,0.00,0.00
TEX,2024-03-11 13:15,0.00,28.86,0.00,0.00,0.00
TEX,2024-03-11 13:35,1.00,26.85,80.00,3.45,0.00
TEX,2024-03-11 13:55,1.00,26.85,90.00,4.60,0.00
TEX,2024-03-11 14:15,1.00,26.85,120.00,5.75,0.00
TEX,2024-03-11 14:35,2.00,27.15,0.00,0.00,0.00
TEX,2024-03-11 14:55,1.00,29.16,130.00,5.75,0.00
TEX,2024-03-11 15:15,2.00,27.15,120.00,9.20,0.00
TEX,2024-03-11 15:35,2.00,27.15,120.00,9.20,0.00
TEX,2024-03-11 15:55,2.00,27.15,90.00,4.60,0.00
TEX,2024-03-11 16:15,2.00,27.15,130.00,10.35,0.00
TEX,2024-03-11 16:35,2.00,27.15,140.00,14.95,0.00
TEX,2024-03-11 16:55,3.00,23.28,150.00,17.25,0.00
TEX,2024-03-11 17:15,3.00,23.28,150.00,13.80,0.00
TEX,2024-03-11 17:35,4.00,21.69,170.00,5.75,0.00
TEX,2024-03-11 17:55,5.00,20.22,210.00,5.75,0.00
TEX,2024-03-11 18:15,5.00,18.60,220.00,11.50,0.00
TEX,2024-03-11 18:35,5.00,18.60,230.00,13.80,0.00
TEX,2024-03-11 18:55,6.00,18.87,160.00,13.80,0.00
TEX,2024-03-11 19:15,6.00,18.87,160.00,8.05,0.00
TEX,2024-03-11 19:35,6.00,20.50,160.00,4.60,0.00
TEX,2024-03-11 19:55,6.00,18.87,160.00,3.45,0.00
TEX,2024-03-11 20:15,7.00,16.20,210.00,9.20,0.00
TEX,2024-03-11 20:35,6.00,22.25,150.00,5.75,0.00
TEX,2024-03-11 20:55,6.00,13.45,210.00,11.50,0.00
TEX,2024-03-11 21:15,7.00,17.61,200.00,5.75,0.00
TEX,2024-03-11 21:35,7.00,12.56,220.00,12.65,0.00
TEX,2024-03-11 21:55,7.00,12.56,210.00,3.45,0.00
TEX,2024-03-11 22:15,7.00,13.68,220.00,8.05,0.00
TEX,2024-03-11 22:35,6.00,18.87,240.00,8.05,0.00
TEX,2024-03-11 22:55,6.00,15.96,220.00,5.75,0.00
TEX,2024-03-11 23:15,6.00,13.45,240.00,9.20,0.00
TEX,2024-03-11 23:35,5.00,20.22,230.00,6.90,0.00
TEX,2024-03-11 23:55,5.00,20.22,270.00,16.10,0.00
TEX,2024-03-12 00:15,5.00,23.85,220.00,8.05,0.00
TEX,2024-03-12 00:35,5.00,18.60,240.00,10.35,0.00
TEX,2024-03-12 00:55,4.00,23.56,270.00,12.65,0.00
TEX,2024-03-12 01:15,5.00,23.85,250.00,9.20,0.00
TEX,2024-03-12 01:35,4.00,27.74,210.00,4.60,0.00
TEX,2024-03-12 01:55,3.00,32.27,170.00,10.35,0.00
TEX,2024-03-12 02:15,3.00,34.96,180.00,12.65,0.00
TEX,2024-03-12 02:35,3.00,34.96,170.00,6.90,0.00
TEX,2024-03-12 02:55,3.00,37.84,100.00,9.20,0.00
TEX,2024-03-12 03:15,3.00,37.84,120.00,12.65,0.00
TEX,2024-03-12 03:35,3.00,40.93,130.00,10.35,0.00
TEX,2024-03-12 03:55,3.00,40.93,130.00,10.35,0.00
TEX,2024-03-12 04:15,3.00,37.84,210.00,9.20,0.00
TEX,2024-03-12 04:35,3.00,32.27,230.00,16.10,0.00
TEX,2024-03-12 04:55,3.00,32.27,270.00,6.90,0.00
TEX,2024-03-12 05:15,3.00,32.27,240.00,5.75,0.00
TEX,2024-03-12 05:35,3.00,32.27,250.00,9.20,0.00
TEX,2024-03-12 05:55,3.00,29.77,270.00,8.05,0.00
TEX,2024-03-12 06:15,3.00,32.27,250.00,8.05,0.00
TEX,2024-03-12 06:35,3.00,32.27,260.00,6.90,0.00
TEX,2024-03-12 06:55,3.00,32.27,250.00,4.60,0.00
TEX,2024-03-12 07:15,3.00,32.27,240.00,4.60,0.00
TEX,2024-03-12 07:35,2.00,34.65,230.00,5.75,0.00
TEX,2024-03-12 07:55,2.00,37.53,250.00,6.90,0.00
TEX,2024-03-12 08:15,2.00,37.53,260.00,8.05,0.00
TEX,2024-03-12 08:35,2.00,40.63,240.00,10.35,0.00
TEX,2024-03-12 08:55,2.00,40.63,250.00,4.60,0.00
TEX,2024-03-12 09:15,2.00,40.63,0.00,0.00,0.00
TEX,2024-03-12 09:35,1.00,43.65,0.00,0.00,0.00
TEX,2024-03-12 09:55,1.00,43.65,0.00,0.00,0.00
TEX,2024-03-12 10:15,1.00,43.65,0.00,0.00,0.00
TEX,2024-03-12 10:35,0.00,43.34,0.00,0.00,0.00
TEX,2024-03-12 10:55,0.00,43.34,0.00,0.00,0.00
TEX,2024-03-12 11:15,0.00,46.92,0.00,0.00,0.00
TEX,2024-03-12 11:35,-1.00,50.47,130.00,5.75,0.00
TEX,2024-03-12 11:55,-1.00,50.47,150.00,4.60,0.00
TEX,2024-03-12 12:15,-1.00,50.47,150.00,5.75,0.00
TEX,2024-03-12 12:35,-1.00,50.47,140.00,8.05,0.00
TEX,2024-03-12 12:55,-1.00,50.47,130.00,9.20,0.00
